Mouse_ID,Neuron_ID,Model,R²_train,R²_test
Mouse509,Neuron_65,all,0.06908261749447567,0.10540819776689314
Mouse509,Neuron_66,motion,0.003515729572858883,0.014271020835744497
Mouse509,Neuron_66,BF,-0.0018268404561419872,-0.0021616180067478563
Mouse509,Neuron_66,BFmotion,0.0055761438330167,0.01158219975121666
Mouse509,Neuron_66,HR,0.0059136599594050935,0.0007109881742755064
Mouse509,Neuron_66,HRmotion,0.006882606378627187,0.004366972145717685
Mouse509,Neuron_66,all,0.009713456233637086,-0.001981311291012977
Mouse509,Neuron_67,motion,0.41700932510543715,0.48629281628932064
Mouse509,Neuron_67,BF,0.22217289720737274,0.21651250841181802
Mouse509,Neuron_67,BFmotion,0.4478225116808985,0.4978379623134156
Mouse509,Neuron_67,HR,0.415137915226766,0.39346437649929145
Mouse509,Neuron_67,HRmotion,0.5132589521903729,0.5418937785899467
Mouse509,Neuron_67,all,0.5186775912629211,0.5378083634841315
Mouse509,Neuron_68,motion,0.00916951432558295,-0.011616917756663625
Mouse509,Neuron_68,BF,0.0022545680698698558,-0.030824329773073922
Mouse509,Neuron_68,BFmotion,0.011770994045306082,-0.0037611938413735224
Mouse509,Neuron_68,HR,-0.00048659126535801624,-0.07915102235256422
Mouse509,Neuron_68,HRmotion,0.011340248653727004,-0.05977298743434911
Mouse509,Neuron_68,all,0.013823503105167289,-0.043067515510246235
Mouse509,Neuron_69,motion,0.024205820695953627,0.05507086105198811
Mouse509,Neuron_69,BF,0.004283287785698664,0.0030876953599590085
Mouse509,Neuron_69,BFmotion,0.040539300783465904,0.08555989678863418
Mouse509,Neuron_69,HR,0.03179184365526537,0.02215477952625866
Mouse509,Neuron_69,HRmotion,0.036433042527408685,0.0435678167010064
Mouse509,Neuron_69,all,0.06473536281122698,0.08414316844206804
Mouse509,Neuron_70,motion,0.059785211173685446,0.09488481596175447
Mouse509,Neuron_70,BF,0.061930045454036686,0.0699799027410467
Mouse509,Neuron_70,BFmotion,0.09238157668026692,0.11660094858938908
Mouse509,Neuron_70,HR,0.05839522396212813,0.08487914785854234
Mouse509,Neuron_70,HRmotion,0.07465839438290096,0.1062803222822376
Mouse509,Neuron_70,all,0.09571265376067635,0.11554289359893366
Mouse509,Neuron_71,motion,0.03145550486731308,0.050377560234244556
Mouse509,Neuron_71,BF,0.020212629832604724,0.038034227172394686
Mouse509,Neuron_71,BFmotion,0.03491251447123371,0.05868518253353561
Mouse509,Neuron_71,HR,0.011272892340523245,0.020019671265454897
Mouse509,Neuron_71,HRmotion,0.03378785152908888,0.045350581345482865
Mouse509,Neuron_71,all,0.03648615026113293,0.049038986482644265
Mouse509,Neuron_72,motion,0.011794604590827085,0.007989773717477555
Mouse509,Neuron_72,BF,0.011793660688710883,-0.005206218084433445
Mouse509,Neuron_72,BFmotion,0.02882062997426833,0.02868509704961153
Mouse509,Neuron_72,HR,0.03490102428169748,-0.03617920166925881
Mouse509,Neuron_72,HRmotion,0.055205876223973195,-0.021395263091575245
Mouse509,Neuron_72,all,0.10270950397840987,0.03553018661190366
Mouse509,Neuron_73,motion,0.0049424099966928646,0.01551202124129758
Mouse509,Neuron_73,BF,0.02063221698397888,-0.034230116756589046
Mouse509,Neuron_73,BFmotion,0.023441404545613144,-0.013614373613582309
Mouse509,Neuron_73,HR,0.002110061941403596,-0.027177089513764408
Mouse509,Neuron_73,HRmotion,0.012298734171886472,-0.014563328454398672
Mouse509,Neuron_73,all,0.03599728605853596,-0.07000297379139364
Mouse509,Neuron_74,motion,0.03607581486096467,0.05637854522886476
Mouse509,Neuron_74,BF,0.03959094341936702,0.05533554291978704
Mouse509,Neuron_74,BFmotion,0.05892291138487071,0.08270931838675621
Mouse509,Neuron_74,HR,0.06450983129992158,0.013337565611996172
Mouse509,Neuron_74,HRmotion,0.06565564024727617,0.02356074155257626
Mouse509,Neuron_74,all,0.07744745744996165,0.04840686512124304
Mouse490,Neuron_1,motion,0.029267378715529847,0.0005209793646395733
Mouse490,Neuron_1,BF,0.005339463579739467,0.0231996087812939
Mouse490,Neuron_1,BFmotion,0.03886941850458485,0.03475445884130657
Mouse490,Neuron_2,motion,-0.005885676332875534,0.0009842537584316968
Mouse490,Neuron_2,BF,-0.002102614964545291,0.000585755433252344
Mouse490,Neuron_2,BFmotion,-0.0016022129796314567,0.004111100650114108
Mouse490,Neuron_3,motion,0.020606600875702253,0.004267065387338342
Mouse490,Neuron_3,BF,0.01643637532393869,0.01283402388401167
Mouse490,Neuron_3,BFmotion,0.027841341322798453,0.006064423922129025
Mouse490,Neuron_4,motion,-0.003113402600577686,-0.015205212949747748
Mouse490,Neuron_4,BF,-0.00149381474607444,-0.012155969884540596
Mouse490,Neuron_4,BFmotion,-0.0033996087363965754,-0.016223096083688437
Mouse490,Neuron_5,motion,0.02445838753793268,0.01099570697025365
Mouse490,Neuron_5,BF,0.007097003574807225,-0.08142278203146258
Mouse490,Neuron_5,BFmotion,0.04237270127825983,-0.09034690834093073
Mouse490,Neuron_6,motion,-0.0008213522968956611,0.01010649754711146
Mouse490,Neuron_6,BF,0.0048264378359496925,0.010039442984207225
Mouse490,Neuron_6,BFmotion,0.0028955711540967098,0.014636347537490213
Mouse490,Neuron_7,motion,0.07228238330992273,0.04586254118582844
Mouse490,Neuron_7,BF,0.0622912307095244,-0.012734730575738595
Mouse490,Neuron_7,BFmotion,0.11849076740435308,-0.04554989617981842
Mouse490,Neuron_8,motion,0.19548591348812877,0.26673470659406384
Mouse490,Neuron_8,BF,0.1303354241874056,0.16630077625155137
Mouse490,Neuron_8,BFmotion,0.2263915345742955,0.31704512357385606
Mouse490,Neuron_9,motion,0.021118459465225968,0.02805684449645618
Mouse490,Neuron_9,BF,0.00020099048193638057,-0.0014021819994280982
Mouse490,Neuron_9,BFmotion,0.025373117519676545,0.05106883417068342
Mouse490,Neuron_10,motion,0.06486929333024308,0.12284264654825472
Mouse490,Neuron_10,BF,0.03611280394193082,0.09456024804012542
Mouse490,Neuron_10,BFmotion,0.07710546152760704,0.1584908410972934
Mouse490,Neuron_11,motion,0.02250697872601013,0.055540110758791617
Mouse490,Neuron_11,BF,0.02904963224061008,0.0858193255449119
Mouse490,Neuron_11,BFmotion,0.03167501141125786,0.09247560574481506
Mouse490,Neuron_12,motion,0.03575685639633519,0.042877529416942894
Mouse490,Neuron_12,BF,0.022555135558697724,-0.011203391904422766
Mouse490,Neuron_12,BFmotion,0.042158186388816875,0.03369836537027049
Mouse490,Neuron_13,motion,0.07607653490900976,0.006803175860233268
Mouse490,Neuron_13,BF,0.03561602957205108,-0.015986057072043147
Mouse490,Neuron_13,BFmotion,0.11323428947999356,0.05124012498445174
Mouse490,Neuron_14,motion,0.21603161519125127,0.23225073224211168
Mouse490,Neuron_14,BF,0.20592308104711696,0.29976995580910093
Mouse490,Neuron_14,BFmotion,0.3168395203022088,0.3798905242118146
Mouse490,Neuron_15,motion,0.32144826287372885,0.27435373710614164
Mouse490,Neuron_15,BF,0.0281546198928325,-0.040470147486942665
Mouse490,Neuron_15,BFmotion,0.32585014221176667,0.2773580207132076
Mouse490,Neuron_16,motion,0.004116157242711349,0.008524627897179227
Mouse490,Neuron_16,BF,0.0016395159961203553,0.006916410881455115
Mouse490,Neuron_16,BFmotion,0.0059232236339473495,0.01859692830560289
Mouse490,Neuron_17,motion,0.030874265739974982,0.016839786460706385
Mouse490,Neuron_17,BF,0.012859881780728366,-0.040174289326929236
Mouse490,Neuron_17,BFmotion,0.03371509638809513,0.004911045956949134
Mouse490,Neuron_18,motion,0.02404760866167601,0.050526284990700665
Mouse490,Neuron_18,BF,0.06282211924009214,0.09820403106676423
Mouse490,Neuron_18,BFmotion,0.08818124243948929,0.13458307708331896
Mouse490,Neuron_19,motion,0.23147294813385494,0.28479651295295905
Mouse490,Neuron_19,BF,0.02467418530898413,-0.01992105781294007
Mouse490,Neuron_19,BFmotion,0.2355924568289521,0.28878069335245904
Mouse490,Neuron_20,motion,0.11245230558233399,0.11841786683885436
Mouse490,Neuron_20,BF,0.09976941792409026,0.11863287722667404
Mouse490,Neuron_20,BFmotion,0.13393263839054625,0.15660174050775777
Mouse490,Neuron_21,motion,0.2365466767986077,0.23941799146063603
Mouse490,Neuron_21,BF,0.25761488657014137,0.2835512307007322
Mouse490,Neuron_21,BFmotion,0.30259896849704065,0.3341938334803476
Mouse490,Neuron_22,motion,0.016595547226727403,0.022876659415448808
Mouse490,Neuron_22,BF,0.03919056140682979,0.06906638029685364
Mouse490,Neuron_22,BFmotion,0.03955943326666385,0.06204443534648629
Mouse490,Neuron_23,motion,0.14647398725366947,0.08130106812797
Mouse490,Neuron_23,BF,0.01275061492435301,-0.028111843041050966
Mouse490,Neuron_23,BFmotion,0.1467207204644547,0.08847246060004244
Mouse490,Neuron_24,motion,0.0407419131492466,0.13466495707418258
Mouse490,Neuron_24,BF,0.007003603340866782,0.011167812275656663
Mouse490,Neuron_24,BFmotion,0.042907249814709524,0.1368073655965104
Mouse490,Neuron_25,motion,0.011058369842863902,-0.04772073170367053
Mouse490,Neuron_25,BF,0.00238175200710915,-0.028274189701016583
Mouse490,Neuron_25,BFmotion,0.011934982006897753,-0.04999194115858541
Mouse490,Neuron_26,motion,0.02939400874506597,0.032341248626922
Mouse490,Neuron_26,BF,0.0070740793086587535,-0.010890318049459058
Mouse490,Neuron_26,BFmotion,0.03455713443373469,0.02074487413647108
Mouse508,Neuron_1,motion,0.01518772309557681,-0.024527526301113545
Mouse508,Neuron_1,BF,0.005643110331115508,-0.002888693589809588
Mouse508,Neuron_1,BFmotion,0.020101338733412688,-0.012308603121668815
Mouse508,Neuron_1,HR,0.001152095916141338,-0.007083506487349789
Mouse508,Neuron_1,HRmotion,0.019540775563396662,-0.03410472539279219
Mouse508,Neuron_1,all,0.03235358710206937,-0.023922125302813235
Mouse508,Neuron_2,motion,0.002632349584265148,-0.01317635379976756
Mouse508,Neuron_2,BF,-0.0030372368163973373,-0.0008802890850865275
Mouse508,Neuron_2,BFmotion,0.001614783517901408,-0.013289544346994697
Mouse508,Neuron_2,HR,-0.0016721142476173513,-0.0036666946510917064
Mouse508,Neuron_2,HRmotion,0.002785649846457394,-0.014209319229593564
Mouse508,Neuron_2,all,0.0023219555099556867,-0.014510374869441511
Mouse508,Neuron_3,motion,0.00659695186555107,-0.010197699938283789
Mouse508,Neuron_3,BF,0.009326691834066403,0.011878523594194168
Mouse508,Neuron_3,BFmotion,0.011807568808684032,0.001384923329799781
Mouse508,Neuron_3,HR,0.001005395302834855,-0.005362848748078131
Mouse508,Neuron_3,HRmotion,0.00642272666225101,-0.013161382753136497
Mouse508,Neuron_3,all,0.010610262490639677,-0.00013426966254459494
Mouse508,Neuron_4,motion,0.0104001639159931,-0.03889472288786244
Mouse508,Neuron_4,BF,0.003339541877978358,-0.016707969522455457
Mouse508,Neuron_4,BFmotion,0.01866618662953805,-0.04319456765078611
Mouse508,Neuron_4,HR,0.012644940089459267,0.005152003177120279
Mouse508,Neuron_4,HRmotion,0.021634323891553085,-0.030741285169454402
Mouse508,Neuron_4,all,0.021144484654623617,-0.031745879154825296
Mouse508,Neuron_5,motion,0.018046255394108535,0.00814058807928375
Mouse508,Neuron_5,BF,0.0007328990434500859,-0.012339232408804746
Mouse508,Neuron_5,BFmotion,0.02058859194934588,0.0044136040386151265
Mouse508,Neuron_5,HR,0.022266399509400438,-0.013037727598412818
Mouse508,Neuron_5,HRmotion,0.040052608923324184,0.010329451138281653
Mouse508,Neuron_5,all,0.04019031090468646,0.006500237983364077
Mouse508,Neuron_6,motion,0.03584258036254138,0.0017192751883372548
Mouse508,Neuron_6,BF,0.09415833812956309,0.10304184380700343
Mouse508,Neuron_6,BFmotion,0.098747558992303,0.11362497437505847
Mouse508,Neuron_6,HR,0.020733527504466574,-0.000881691794320627
Mouse508,Neuron_6,HRmotion,0.04340581322346197,0.018946461194178865
Mouse508,Neuron_6,all,0.09956013548422878,0.12161752361550315
Mouse508,Neuron_7,motion,0.03321883617454715,0.06723185027349665
Mouse508,Neuron_7,BF,0.045748042655692656,0.040079468005410845
Mouse508,Neuron_7,BFmotion,0.06011024552036117,0.0723932065701498
Mouse508,Neuron_7,HR,0.07264839762488313,0.06394264353907353
Mouse508,Neuron_7,HRmotion,0.07492132284278794,0.08447439412419888
Mouse508,Neuron_7,all,0.08019329576489173,0.08585033917313645
Mouse508,Neuron_8,motion,0.004044592948937042,0.02190089360562386
Mouse508,Neuron_8,BF,0.009602681289926784,-0.0005562270748182829
Mouse508,Neuron_8,BFmotion,0.011274952352294943,0.01473429080432298
Mouse508,Neuron_8,HR,0.014674893461088611,0.0011418355806407376
Mouse508,Neuron_8,HRmotion,0.01821176877240982,0.020057126080160415
Mouse508,Neuron_8,all,0.018338692056320084,0.017313450065134295
Mouse508,Neuron_9,motion,0.002741157553194218,-0.05370338677509734
Mouse508,Neuron_9,BF,0.005040243990492366,-0.04310902478601353
Mouse508,Neuron_9,BFmotion,0.0041702778004598425,-0.04692593689919011
Mouse508,Neuron_9,HR,0.01215205027985633,-0.02839015592961669
Mouse508,Neuron_9,HRmotion,0.010110132461162524,-0.029172682690848717
Mouse508,Neuron_9,all,0.009453778457996286,-0.03004522614840699
Mouse508,Neuron_10,motion,0.0005021589895422007,-0.007826346583728272
Mouse508,Neuron_10,BF,0.002944960055154322,0.014787230469013202
Mouse508,Neuron_10,BFmotion,0.005845778817930114,0.007032921777250789
Mouse508,Neuron_10,HR,0.00011444754243632449,-0.0029144498581943346
Mouse508,Neuron_10,HRmotion,0.004619819205579833,-0.006409574778183158
Mouse508,Neuron_10,all,0.0072741885123214665,0.0019595393947495765
Mouse508,Neuron_11,motion,0.03966328949768516,0.04438393668859897
Mouse508,Neuron_11,BF,0.02974026284145912,0.03740244704164164
Mouse508,Neuron_11,BFmotion,0.05143122437967327,0.04410361459365841
Mouse508,Neuron_11,HR,0.00912439262593423,0.028490345452179766
Mouse508,Neuron_11,HRmotion,0.044920312788341896,0.04412040572394449
Mouse508,Neuron_11,all,0.05548783364491587,0.0629332703707921
Mouse508,Neuron_12,motion,0.03599089140303269,-0.008306199792349256
Mouse508,Neuron_12,BF,-0.0008010279916666363,0.002412559786268642
Mouse508,Neuron_12,BFmotion,0.03930338456432638,-0.0014697336372035963
Mouse508,Neuron_12,HR,0.020849146866165746,0.035005548135844666
Mouse508,Neuron_12,HRmotion,0.04667973778065491,0.01293679985852636
Mouse508,Neuron_12,all,0.04602183800176929,0.0075060503337250895
Mouse508,Neuron_13,motion,0.007591705216954359,0.022179316364047574
Mouse508,Neuron_13,BF,0.005052141850013947,-0.005523540200059518
Mouse508,Neuron_13,BFmotion,0.01274021110422705,0.012172058174275802
Mouse508,Neuron_13,HR,0.004935812094533221,-0.0023969901787630477
Mouse508,Neuron_13,HRmotion,0.010245293450243897,0.00914569024386136
Mouse508,Neuron_13,all,0.015135054917748091,0.0035605550803475827
Mouse508,Neuron_14,motion,-0.000480367879396959,-0.005385402583159893
Mouse508,Neuron_14,BF,-0.0016779158718379429,-0.005916819511579741
Mouse508,Neuron_14,BFmotion,-0.0007661870645411684,-0.005718234370702957
Mouse508,Neuron_14,HR,0.0005642106010369741,-0.006324259744550087
Mouse508,Neuron_14,HRmotion,0.0015295328439065337,-0.004875683102497197
Mouse508,Neuron_14,all,0.0005641111953264,-0.0046526003013038775
Mouse508,Neuron_15,motion,0.07424191376957356,0.09282342564313584
Mouse508,Neuron_15,BF,0.03664174168286196,0.047079286620667404
Mouse508,Neuron_15,BFmotion,0.07966321368272747,0.09488335338182774
Mouse508,Neuron_15,HR,0.05828190156731379,0.05329466507448766
Mouse508,Neuron_15,HRmotion,0.11649062178802456,0.10682850836006319
Mouse508,Neuron_15,all,0.1177503784262782,0.10161872436038644
Mouse508,Neuron_16,motion,0.16375866053189342,0.27568106145163185
Mouse508,Neuron_16,BF,0.3209698502139693,0.3715789836236758
Mouse508,Neuron_16,BFmotion,0.36046900853733543,0.4560819194750997
Mouse508,Neuron_16,HR,0.19837147177574638,0.19763873505708784
Mouse508,Neuron_16,HRmotion,0.23492661161346612,0.3104110266718516
Mouse508,Neuron_16,all,0.3711574172260141,0.4813144695958932
Mouse508,Neuron_17,motion,0.026074007216858108,0.012913537462011737
Mouse508,Neuron_17,BF,0.0022220476858952455,0.009376317269715329
Mouse508,Neuron_17,BFmotion,0.025265491344278624,0.012964982286888471
Mouse508,Neuron_17,HR,-0.0010752092421011828,-0.004238774486601038
Mouse508,Neuron_17,HRmotion,0.03170233798893536,0.019237852520321064
Mouse508,Neuron_17,all,0.03457936091756184,0.024384378824367392
Mouse508,Neuron_18,motion,0.14734875142167253,0.19935749046411189
Mouse508,Neuron_18,BF,0.1846062546224192,0.1913795297992299
Mouse508,Neuron_18,BFmotion,0.23333310268193155,0.26872822927704354
Mouse508,Neuron_18,HR,0.10971583545889355,0.07218948580317441
Mouse508,Neuron_18,HRmotion,0.1719170998971677,0.19273845305380422
Mouse508,Neuron_18,all,0.23580014092918072,0.28253969058859185
Mouse508,Neuron_19,motion,0.021410971231913954,0.00628391593511779
Mouse508,Neuron_19,BF,0.07987587900407991,0.06989933734133358
Mouse508,Neuron_19,BFmotion,0.08035923876689507,0.07081686402945786
Mouse508,Neuron_19,HR,0.05939702805865159,0.03680002917740399
Mouse508,Neuron_19,HRmotion,0.05997137756767377,0.0329932358688495
Mouse508,Neuron_19,all,0.0882769974077153,0.07434157551222897
Mouse508,Neuron_20,motion,0.055959371690438874,0.014167704635173473
Mouse508,Neuron_20,BF,0.07770256087466754,-0.09885948465150252
Mouse508,Neuron_20,BFmotion,0.09742078188085576,-0.036290195512446166
Mouse508,Neuron_20,HR,0.021838809569067474,-0.07405901035285956
Mouse508,Neuron_20,HRmotion,0.06663023870591789,-0.059887954484911354
Mouse508,Neuron_20,all,0.09862044462099526,-0.058877129369690584
Mouse508,Neuron_21,motion,-0.004185082074271351,-0.0008898130331111975
Mouse508,Neuron_21,BF,-0.0005494570419277922,-0.0032675000119417597
Mouse508,Neuron_21,BFmotion,-0.0036605321214689956,-0.0010757843841753267
Mouse508,Neuron_21,HR,-0.0018969873015192817,-0.001530000124379427
Mouse508,Neuron_21,HRmotion,-0.004505656413781001,-0.0018383294667243533
Mouse508,Neuron_21,all,-0.003354983474073303,-0.0030194698337797643
Mouse508,Neuron_22,motion,0.011316208873838884,0.010190892810842733
Mouse508,Neuron_22,BF,0.006818794988369325,-0.0012965645268916415
Mouse508,Neuron_22,BFmotion,0.017605439699361746,0.02035206352940966
Mouse508,Neuron_22,HR,-0.001586571168069617,-0.01269800166610513
Mouse508,Neuron_22,HRmotion,0.016390805107936134,0.013129042314681927
Mouse508,Neuron_22,all,0.021539276348816493,0.024658467812922913
Mouse508,Neuron_23,motion,0.04450057173039097,0.051374157267043086
Mouse508,Neuron_23,BF,0.009607704141163543,0.011238960858561353
Mouse508,Neuron_23,BFmotion,0.04465005243843092,0.0540888840700422
Mouse508,Neuron_23,HR,-0.00012946826772999298,0.0013713397887474832
Mouse508,Neuron_23,HRmotion,0.04630343103463284,0.05121861298253072
Mouse508,Neuron_23,all,0.04647859425359169,0.05098713622960194
Mouse508,Neuron_24,motion,0.06840685380981129,0.055697449771741736
Mouse508,Neuron_24,BF,-0.0028117528238442713,-0.013588372149078376
Mouse508,Neuron_24,BFmotion,0.07460109025497208,0.0732346078087226
Mouse508,Neuron_24,HR,0.007225614490983645,-0.02447869718814477
Mouse508,Neuron_24,HRmotion,0.07894455498891215,0.051315343672739266
Mouse508,Neuron_24,all,0.0954482023387803,0.08711170754888442
Mouse508,Neuron_25,motion,0.2910146918780425,0.259954201662566
Mouse508,Neuron_25,BF,0.00341903781356796,-0.048783215988387196
Mouse508,Neuron_25,BFmotion,0.2928562082118744,0.26314656360643196
Mouse508,Neuron_25,HR,0.002358513584957045,-0.032486009475484856
Mouse508,Neuron_25,HRmotion,0.3072408394459353,0.2785834059484519
Mouse508,Neuron_25,all,0.31991840173690866,0.287915070874597
Mouse508,Neuron_26,motion,0.11784229972209041,0.2451807136041304
Mouse508,Neuron_26,BF,0.005231991634994504,0.018219552793440452
Mouse508,Neuron_26,BFmotion,0.12110570093746931,0.24290762851499004
Mouse508,Neuron_26,HR,0.0034985160419992224,0.01239714946648618
Mouse508,Neuron_26,HRmotion,0.13012374064216628,0.2525992785333797
Mouse508,Neuron_26,all,0.1307758917729134,0.25082838249706985
Mouse508,Neuron_27,motion,0.04471486341663715,0.0005992014686480029
Mouse508,Neuron_27,BF,0.04674259088916011,-0.006093537167711771
Mouse508,Neuron_27,BFmotion,0.07262431534432627,-0.0018611255735518917
Mouse508,Neuron_27,HR,0.02677866680990899,0.012466886698533575
Mouse508,Neuron_27,HRmotion,0.04841572791828956,0.0071167069992763565
Mouse508,Neuron_27,all,0.07346817360780755,-0.0028917031305977225
Mouse508,Neuron_28,motion,0.05987993099033924,0.057494899175285386
Mouse508,Neuron_28,BF,0.016015253271010544,0.021995298885719827
Mouse508,Neuron_28,BFmotion,0.062191955112410026,0.06131298763363957
Mouse508,Neuron_28,HR,0.012490132299790879,-0.010842649664329684
Mouse508,Neuron_28,HRmotion,0.06380234879469886,0.057624416766270725
Mouse508,Neuron_28,all,0.06342405185555385,0.05505392936249376
Mouse508,Neuron_29,motion,0.0035036965813143527,-0.008735825835145317
Mouse508,Neuron_29,BF,0.0007092492126351324,0.0018846593571517634
Mouse508,Neuron_29,BFmotion,0.004205352905053106,-0.014678193307807508
Mouse508,Neuron_29,HR,-0.001624477995570217,5.092666730044382e-05
Mouse508,Neuron_29,HRmotion,0.005375566983528412,-0.020804552238836038
Mouse508,Neuron_29,all,0.005865234300289535,-0.020368153759446006
Mouse508,Neuron_30,motion,0.05544156866350949,0.09501854636234874
Mouse508,Neuron_30,BF,0.028155749700631595,0.048360097998487506
Mouse508,Neuron_30,BFmotion,0.07467320789378624,0.1047470195222896
Mouse508,Neuron_30,HR,0.026754858135906567,0.013287529925270158
Mouse508,Neuron_30,HRmotion,0.0683256698573473,0.08112589875001319
Mouse508,Neuron_30,all,0.09254518380156337,0.10064456568852576
Mouse508,Neuron_31,motion,0.005724811306242717,0.005289291354577563
Mouse508,Neuron_31,BF,0.03219255565527444,0.013428131368543261
Mouse508,Neuron_31,BFmotion,0.029559891335581436,0.009155956196783888
Mouse508,Neuron_31,HR,0.029931232186492428,0.011386801764514787
Mouse508,Neuron_31,HRmotion,0.028233519823553287,0.011324279671422022
Mouse508,Neuron_31,all,0.03661054655050122,0.01521449443136813
Mouse508,Neuron_32,motion,0.020078917362298342,-0.005919583299516251
Mouse508,Neuron_32,BF,0.004638308595272878,-0.023252144984599488
Mouse508,Neuron_32,BFmotion,0.020901298551714763,-0.006852291078214723
Mouse508,Neuron_32,HR,0.012348634596491825,-0.026485264078271342
Mouse508,Neuron_32,HRmotion,0.033172585939782076,0.004323541772092598
Mouse508,Neuron_32,all,0.033865491682644834,0.0268411375195462
Mouse508,Neuron_33,motion,0.07246443501995958,0.05700092009306168
Mouse508,Neuron_33,BF,0.008006994672356615,-0.007019377243161928
Mouse508,Neuron_33,BFmotion,0.08141138206060741,0.04997064055910694
Mouse508,Neuron_33,HR,-0.0008375773771525985,-0.002531581899572144
Mouse508,Neuron_33,HRmotion,0.08034862081695186,0.04780814883437201
Mouse508,Neuron_33,all,0.10001332035191213,0.05640443350301616
Mouse508,Neuron_34,motion,0.011666629059211476,-0.03239239472801625
Mouse508,Neuron_34,BF,0.006181288500524329,0.007246961592039636
Mouse508,Neuron_34,BFmotion,0.018922242826608704,-0.023569134820043303
Mouse508,Neuron_34,HR,0.0004647646985545872,0.006734529664552236
Mouse508,Neuron_34,HRmotion,0.016369734594989915,-0.031021188304218406
Mouse508,Neuron_34,all,0.02309850347951914,-0.010642655915728438
Mouse508,Neuron_35,motion,-0.00204031921744523,-0.004379178080224477
Mouse508,Neuron_35,BF,0.003931726249446843,-0.02317754647841186
Mouse508,Neuron_35,BFmotion,0.013970765702103715,0.0048483119031489386
Mouse508,Neuron_35,HR,0.007569250656640714,0.0004146763744393711
Mouse508,Neuron_35,HRmotion,0.005565390923087166,-0.001115153931588564
Mouse508,Neuron_35,all,0.030182491894788988,0.00022871227354603896
Mouse508,Neuron_36,motion,0.0020271006928025193,0.02357453075825411
Mouse508,Neuron_36,BF,0.004733389728368298,0.018200655410954503
Mouse508,Neuron_36,BFmotion,0.009177057758374962,0.032622446224497614
Mouse508,Neuron_36,HR,-0.002222797797993814,0.009785068170384492
Mouse508,Neuron_36,HRmotion,0.0026442642934983327,0.027264796320306428
Mouse508,Neuron_36,all,0.015165748291739046,0.0367654611144842
Mouse508,Neuron_37,motion,0.08149034515333983,0.026819735962136604
Mouse508,Neuron_37,BF,-0.0012529688649958403,-0.0022985418194858553
Mouse508,Neuron_37,BFmotion,0.08458162515952028,0.02168247935977119
Mouse508,Neuron_37,HR,0.03360401938107729,-0.0004032449356523582
Mouse508,Neuron_37,HRmotion,0.09812791020832771,0.02577146169860811
Mouse508,Neuron_37,all,0.09813250503741389,0.028702547583936533
Mouse508,Neuron_38,motion,0.02927853178327693,0.002562488888878778
Mouse508,Neuron_38,BF,0.01748860700955519,-0.016064394773948498
Mouse508,Neuron_38,BFmotion,0.03654457066041024,-0.014370325524335703
Mouse508,Neuron_38,HR,0.00555997244835067,-0.015438528742088176
Mouse508,Neuron_38,HRmotion,0.031944116312365246,-0.01937426860798297
Mouse508,Neuron_38,all,0.036191355947913825,-0.022806970811027227
Mouse508,Neuron_39,motion,-0.0038930892923976666,-0.024383989696290298
Mouse508,Neuron_39,BF,-0.005675552140443907,0.0018158947126658553
Mouse508,Neuron_39,BFmotion,-0.005009022347153835,-0.022412987675028084
Mouse508,Neuron_39,HR,-0.00584796873234561,-0.01283835833589464
Mouse508,Neuron_39,HRmotion,-0.00552729517489059,-0.02601359771524936
Mouse508,Neuron_39,all,-0.006307508855276489,-0.025472726972799675
Mouse508,Neuron_40,motion,0.16482422440935818,0.10324615612913479
Mouse508,Neuron_40,BF,0.020866327885117997,0.03357670238789057
Mouse508,Neuron_40,BFmotion,0.17723646671552362,0.1241858010587169
Mouse508,Neuron_40,HR,0.003289800916632202,0.000400325812538016
Mouse508,Neuron_40,HRmotion,0.18024899877875622,0.12318290792476627
Mouse508,Neuron_40,all,0.18526355285298507,0.1257887995803869
Mouse508,Neuron_41,motion,-0.0006838360204452609,-0.00394222739086425
Mouse508,Neuron_41,BF,-0.001613873121595466,-0.0037717873920655176
Mouse508,Neuron_41,BFmotion,-0.0012995955757131971,-0.0017886071492541067
Mouse508,Neuron_41,HR,-0.00034218572402942014,-0.00945205838561236
Mouse508,Neuron_41,HRmotion,-0.0018812218738291976,-0.010453152728768345
Mouse508,Neuron_41,all,-0.0018489397667389885,-0.007947972332062125
Mouse508,Neuron_42,motion,-0.001966786191715042,-0.00016299630666205545
Mouse508,Neuron_42,BF,-0.0012746706244441074,-0.0012961287398949306
Mouse508,Neuron_42,BFmotion,-0.0016645273265763593,8.3465576660946e-05
Mouse508,Neuron_42,HR,-0.0007399208423251701,-0.002319148041526553
Mouse508,Neuron_42,HRmotion,-0.001368327965383731,-0.0015139634755103604
Mouse508,Neuron_42,all,-0.001081327916473529,0.001399775607737963
Mouse508,Neuron_43,motion,0.012881725326411275,0.0043919476236988775
Mouse508,Neuron_43,BF,-0.000794500334515158,0.0019343914752444347
Mouse508,Neuron_43,BFmotion,0.012375095668010627,0.0057009150382953955
Mouse508,Neuron_43,HR,0.0010127749530596919,0.002584006161621688
Mouse508,Neuron_43,HRmotion,0.013476672813454726,0.007197500932415335
Mouse508,Neuron_43,all,0.013006590143050677,0.00829316467642005
Mouse508,Neuron_44,motion,-0.003806806948984587,-0.005690133339590009
